m_set,m,n,selector,seed,tail_share_min,tail_share_mean,ks_mean,L2_star_abs
full,8,200,random,45,0.085,0.10312500000000001,0.3940460375586541,0.1386548956006798
full,8,200,random,46,0.08,0.095625,0.38935878429622706,0.13231868420169926
full,8,200,random,47,0.065,0.1,0.3917400867902422,0.13029484788759335
full,8,200,random,48,0.07,0.098125,0.38813132932671157,0.12977781524541368
full,8,200,random,49,0.065,0.10124999999999999,0.39046162595427814,0.13579635509926638
full,8,300,lhs_nn,0,0.16666666666666666,0.22625,0.2436335392078221,0.030497004021112797
full,8,300,lhs_nn,1,0.15333333333333332,0.2270833333333333,0.24081310350847543,0.030992088308971398
full,8,300,lhs_nn,2,0.14,0.22708333333333336,0.24413494233102656,0.02972062456716174
full,8,300,lhs_nn,3,0.14333333333333334,0.22625,0.25119376251888204,0.03161881861796227
full,8,300,lhs_nn,4,0.15333333333333332,0.22875,0.24603311609196182,0.03071049864914028
full,8,300,lhs_nn,5,0.15333333333333332,0.22833333333333333,0.24305729108121066,0.02867071624004391
full,8,300,lhs_nn,6,0.17666666666666667,0.23125,0.2367291504611711,0.029670991844251628
full,8,300,lhs_nn,7,0.14333333333333334,0.23416666666666666,0.24485905437494598,0.031519586077506906
full,8,300,lhs_nn,8,0.13666666666666666,0.225,0.24049198097797608,0.032049236830220165
full,8,300,lhs_nn,9,0.16,0.22666666666666668,0.246365627718324,0.02975166939667939
full,8,300,random,0,0.09,0.11166666666666666,0.3725372325261871,0.12427066182944631
full,8,300,random,1,0.08333333333333333,0.09958333333333333,0.38687405552778853,0.127739970728455
full,8,300,random,2,0.08,0.11458333333333333,0.3803489516852606,0.12586186928565152
full,8,300,random,3,0.08333333333333333,0.10125,0.39242998619483743,0.13605242550160296
full,8,300,random,4,0.08666666666666667,0.10083333333333333,0.38875699554065507,0.1281211858612296
full,8,300,random,5,0.07,0.0975,0.38346830228579104,0.13148951773036777
full,8,300,random,6,0.07,0.09458333333333332,0.39727727337313057,0.13644817625552472
full,8,300,random,7,0.07,0.09083333333333332,0.3935613249449541,0.13692007642129098
full,8,300,random,8,0.05,0.08791666666666667,0.39906046291606395,0.13459025804468394
full,8,300,random,9,0.08,0.09583333333333333,0.3929426784002665,0.13750254527156788
full,8,300,random,10,0.06666666666666667,0.09458333333333334,0.38851009931359487,0.1375794261302666
full,8,300,random,11,0.09,0.10083333333333333,0.3868541125655237,0.13432561445031785
full,8,300,random,12,0.07666666666666666,0.10125,0.38348185603724094,0.13225341060209791
full,8,300,random,13,0.06666666666666667,0.09291666666666668,0.39240249772521746,0.13615954610415518
full,8,300,random,14,0.07333333333333333,0.09416666666666666,0.38733044812432926,0.12833629536821795
full,8,300,random,15,0.06,0.09958333333333334,0.3914332853045287,0.13735529447781378
full,8,300,random,16,0.08333333333333333,0.0925,0.3940507591231015,0.13155452739703324
full,8,300,random,17,0.08,0.095,0.39359302336933755,0.1355665239605154
full,8,300,random,18,0.05333333333333334,0.0875,0.3944624168939086,0.14241256276496508
full,8,300,random,19,0.07666666666666666,0.1025,0.38419655934609453,0.12799288063456207
full,8,300,random,20,0.07,0.09041666666666667,0.3910532670394891,0.1291001823705157
full,8,300,random,21,0.07666666666666666,0.10375,0.3866251092537031,0.12232964926567007
full,8,300,random,22,0.07,0.10458333333333333,0.38512639103526736,0.12739250425344548
full,8,300,random,23,0.08,0.10250000000000001,0.3908821712076721,0.1347812745472661
full,8,300,random,24,0.08666666666666667,0.10083333333333333,0.3977899703069264,0.13629728340455866
full,8,300,random,25,0.08666666666666667,0.10041666666666668,0.3913461403186655,0.13574995430761602
full,8,300,random,26,0.07666666666666666,0.10208333333333333,0.3799014868534723,0.12837431853908132
full,8,300,random,27,0.07666666666666666,0.10541666666666666,0.3858295436122165,0.12838281713221508
full,8,300,random,28,0.07666666666666666,0.09625,0.3873501319708831,0.1312630511165581
full,8,300,random,29,0.07333333333333333,0.10625000000000001,0.38612936047196633,0.13349317293552526
full,8,300,random,30,0.08333333333333333,0.1,0.38551791988418066,0.13119746893451031
full,8,300,random,31,0.08,0.1,0.3970865871813599,0.13665137834630336
full,8,300,random,32,0.08,0.09583333333333333,0.3944103926455502,0.1331889409554235
full,8,300,random,33,0.07333333333333333,0.09083333333333334,0.3939261968364647,0.1371955854583315
full,8,300,random,34,0.07333333333333333,0.09916666666666667,0.3982731824730713,0.1382872785461
full,8,300,random,35,0.07666666666666666,0.09625,0.39073113634259315,0.13431537116019854
full,8,300,random,36,0.07,0.08583333333333334,0.4006704078202239,0.14352215844026203
full,8,300,random,37,0.07,0.09291666666666668,0.38813963167040977,0.13260191610178998
full,8,300,random,38,0.07,0.0925,0.3989411888455164,0.14144787587962163
full,8,300,random,39,0.07333333333333333,0.09583333333333333,0.38614637065670837,0.13373539566493772
full,8,300,random,40,0.08,0.10416666666666666,0.3792203466495182,0.13055501316608875
full,8,300,random,41,0.06666666666666667,0.08708333333333335,0.39657882135976397,0.1397450724024465
full,8,300,random,42,0.09,0.10791666666666666,0.3830562145585117,0.1267539044064941
full,8,300,random,43,0.07666666666666666,0.095,0.38969106214310734,0.13422341400805063
full,8,300,random,44,0.07333333333333333,0.09791666666666667,0.3838449490049201,0.1302253847751246
full,8,300,random,45,0.08333333333333333,0.10166666666666666,0.3789904717788751,0.12579691540916066
full,8,300,random,46,0.08333333333333333,0.09833333333333333,0.38907099662426653,0.1293043006146308
full,8,300,random,47,0.08,0.09833333333333333,0.3852455994951151,0.13401913596909423
full,8,300,random,48,0.08666666666666667,0.09958333333333333,0.3847050543508531,0.13086877683928547
full,8,300,random,49,0.07666666666666666,0.09875,0.39432388134140717,0.13469331667120338
