selector,seed,axis,ks_to_uniform,star_1d,max_gap,tail_share_p90
random,2,flood_rise_rate,0.3611776984672024,0.21199750552781918,0.1523611067995312,0.08
random,3,drought_deficit_volume,0.30417478676778176,0.17632528762824431,0.23342744171945318,0.13
random,3,drought_duration,0.26029602038815913,0.14790251262528797,0.05881199764752021,0.17
random,3,drought_peak_depth,0.2734244766186029,0.14549684364475013,0.07656714147825183,0.15
random,3,drought_onset_rate,0.5737685331357876,0.36582962245445566,0.13755299866551585,0.13
random,3,drought_recovery_rate,0.4674227256699121,0.3116632057289256,0.19608524169236707,0.14
random,3,flood_peak_magnitude,0.3834851183872655,0.2314077056833109,0.25339262331550905,0.08
random,3,flood_pulse_duration,0.4466666666666667,0.29625752061090416,0.11111111111111116,0.09
random,3,flood_rise_rate,0.3326561055451793,0.2147418992499254,0.15849132640463326,0.12
random,4,drought_deficit_volume,0.3248637908383331,0.19376579034007546,0.17975720765206116,0.11
random,4,drought_duration,0.311088021956479,0.18492734822168988,0.0784159968633601,0.1
random,4,drought_peak_depth,0.2525660654016858,0.14190804371957405,0.10017933098225107,0.19
random,4,drought_onset_rate,0.6134439291139744,0.39770282681861974,0.2655375545234405,0.11
random,4,drought_recovery_rate,0.516995970205385,0.32918801647203666,0.4168513833631954,0.09
random,4,flood_peak_magnitude,0.4333206246885077,0.25582159531814086,0.2845116447084586,0.06
random,4,flood_pulse_duration,0.4177777777777778,0.2864372466986404,0.11111111111111105,0.09
random,4,flood_rise_rate,0.41838670942272943,0.25308087906990956,0.2536531724886736,0.04
random,5,drought_deficit_volume,0.32912962721727834,0.19169932049778143,0.15238619228568873,0.08
random,5,drought_duration,0.28029602038815915,0.15665708038297366,0.0784159968633601,0.12
random,5,drought_peak_depth,0.34693158531514845,0.19493247615353118,0.17352408453874368,0.08
random,5,drought_onset_rate,0.5913016845131249,0.39093215123426284,0.20519466971060774,0.06
random,5,drought_recovery_rate,0.515590893189145,0.3484805765725467,0.28649782191822804,0.08
random,5,flood_peak_magnitude,0.3728638794014942,0.21683034562992107,0.24814691091352725,0.06
random,5,flood_pulse_duration,0.4655555555555556,0.31728108035402736,0.2222222222222222,0.04
random,5,flood_rise_rate,0.3526376622726105,0.22947900375139277,0.1512444756874366,0.07
random,6,drought_deficit_volume,0.2667071806862982,0.1730268906321066,0.1352996234509456,0.15
random,6,drought_duration,0.22990001960399908,0.14008664954064343,0.0588119976475201,0.16
random,6,drought_peak_depth,0.30215150963516113,0.17110144239977448,0.1339895424810661,0.1
