pool,selector,seed,n,lo_pct,hi_pct,L2_star_abs,L2_star_cdf,nn_min_abs,nn_cv_abs,tail_share_p90,corner_share_p90,ks_mean_vs_pool,mst_edge_mean,mst_edge_min,mst_edge_cv,zero_event_share_selected,zero_event_share_pool
pool,maximin,8,100,0.5,99.5,0.10800047679879005,0.08323558878852606,0.21997154829254162,0.13512244709104265,0.31000000000000005,0.82,0.248,0.2668205171590043,0.21997154829254162,0.13378034940820793,0.04,0.007
pool,maximin,9,100,0.5,99.5,0.10800047679879005,0.08323558878852606,0.21997154829254162,0.13512244709104265,0.31000000000000005,0.82,0.248,0.2668205171590043,0.21997154829254162,0.13378034940820793,0.04,0.007
pool,eps_cell,0,100,0.5,99.5,0.09965925754360594,0.09368976548348988,0.10982924111305854,0.24753176817808298,0.3275,0.88,0.28325,0.21489337086363822,0.10982924111305854,0.22674233599869278,0.0,0.007
pool,eps_cell,1,100,0.5,99.5,0.10290278399290685,0.09474347675191336,0.13626609863521622,0.2422520043390363,0.3275,0.88,0.29175,0.21315261404373975,0.13626609863521622,0.21821734788372255,0.0,0.007
pool,eps_cell,2,100,0.5,99.5,0.08994213055172613,0.0967226860351849,0.11483808448056795,0.21645200874915269,0.3325,0.88,0.29075,0.21525685577121856,0.11483808448056795,0.21079755043751386,0.0,0.007
pool,eps_cell,3,100,0.5,99.5,0.08992278987137395,0.09390722484385457,0.10982924111305854,0.20474671728518948,0.335,0.89,0.277875,0.21707918701077306,0.10982924111305854,0.1960216064668249,0.0,0.007
pool,eps_cell,4,100,0.5,99.5,0.09258291072251536,0.09735899199170556,0.10982924111305854,0.22128200685486016,0.32999999999999996,0.89,0.28325,0.21463296500943985,0.10982924111305854,0.22411939542377612,0.0,0.007
pool,eps_cell,5,100,0.5,99.5,0.08847464035797746,0.09473409726942329,0.10982924111305854,0.23882339081980167,0.3375,0.89,0.276625,0.2185212310470354,0.10982924111305854,0.22419487390829768,0.0,0.007
pool,eps_cell,6,100,0.5,99.5,0.08203183308717707,0.09617207861393388,0.10982924111305854,0.21563144720371152,0.34249999999999997,0.9,0.282875,0.2147060331042794,0.10982924111305854,0.21740761058612926,0.0,0.007
pool,eps_cell,7,100,0.5,99.5,0.08684263948591663,0.09676358077553429,0.10982924111305854,0.22182344258485312,0.3325,0.88,0.29075,0.21350144571498872,0.10982924111305854,0.22674193184527985,0.0,0.007
pool,eps_cell,8,100,0.5,99.5,0.08869056577697192,0.09646061512566798,0.10982924111305854,0.23110202859855433,0.335,0.88,0.28825,0.21757684288497908,0.10982924111305854,0.22603789441051395,0.0,0.007
pool,eps_cell,9,100,0.5,99.5,0.08774773562830925,0.09604879427048169,0.10982924111305854,0.2218314235144119,0.3225,0.89,0.280375,0.21571830137328307,0.10982924111305854,0.20812390503797326,0.0,0.007
pool,lhs_nn,0,100,1.0,99.0,0.03923347458564974,0.09774532784985267,0.0666196820902925,0.3876827803388652,0.3375,0.86,0.308,0.20579350318869907,0.0666196820902925,0.32611668591165566,0.0,0.007
